"Country","Variable","Score","isOpen","aExists","bAvailable","cMachineReadable","dBulk","eFree","fLicense","gUpdated","hSustainable","iDiscoverable","jLinked","aAgencyResponsible","aNotHeld","aThirdPartyMandate","aDetails","bURL","bThirdParty","cURL","cFormats","cNotAvailable","cAdditional","dURL","dNotes","ePolicy","eURL","fLicense","fURL","gLastUpdated","gChecked","gFrequency","hNotes","iNotes","jDocumentation","jExample"
"New Zealand","ODB.2013.D10","95","1","5","10","15","15","15","15","10","5","5","0","Statistics New Zealand","0","0","","http://www.stats.govt.nz/browse_for_stats/industry_sectors/imports_and_exports/overseas-merchandise-trade-info-releases.aspx

(http://www.stats.govt.nz/infoshare/ -> Imports and Exports tab)","no","http://www.stats.govt.nz/~/media/Statistics/Browse%20for%20stats/OverseasMerchandiseTrade/HOTPJul14/omt-Jul14-tables.xls

(http://www.stats.govt.nz/browse_for_stats/industry_sectors/imports_and_exports/OverseasMerchandiseTrade_HOTPJul14.aspx)","xls","0","Comprehensive table with 16 different pages, covering: Overseas merchandise trade, actual values; Overseas merchandise trade, seasonally adjusted and trend values – monthly; Exports by destination; Imports by country of origin; Exports of main commodities; Imports of main commodities; Imports by broad economic category (BEC) group; Exchange rates; Related series, livestock, cars, and crude oil; Exports and imports by Standard International Trade Classification (SITC); Exports by top 10 HS categories, values – seasonally adjusted; Exports by top 10 HS categories, quantities – seasonally adjusted; Imports by selected HS categories, values – seasonally adjusted; Exports by top 10 HS categories, values – trend; Exports by top 10 HS categories, quantities – trend; Imports by selected HS categories, values – trend","http://www.stats.govt.nz/browse_for_stats/industry_sectors/imports_and_exports/overseas-merchandise-trade-info-releases.aspx","Data for every month can be found on this overview site. Also, Infoshare (1) exists for Database access. However, this is quite strenuous to operate, b/c one has to select dozens of variables.

(1) http://www.stats.govt.nz/infoshare","Free","","CC BY 3.0 NZ","www.stats.govt.nz/about_us/about-this-site/copyright-terms-of-use.aspx","8/26/2014","9/20/2014","Monthly","Definitely: Publisher is Statistics NZ, monthly releases with archive, revision/diff view (1), database access.

(1) http://www.stats.govt.nz/browse_for_stats/industry_sectors/imports_and_exports/OverseasMerchandiseTrade_HOTPJul14/Revisions.aspx","Searched for 'Trade' on data.govt.nz, which returned several useful candidates (1), ""Overseas Merchandise Trade statistics"" and ""Global New Zealand – International trade, investment, and travel profile: Year ended December 2013"", both by Statistics NZ, being the best candidates.

(1) https://data.govt.nz/solr-search/goSearch?search=trade&rpp=25&x=0&y=0","0","0"
"New Zealand","ODB.2013.D11","80","0","5","10","15","0","15","15","10","5","5","0","Ministry of Health
(Statistics New Zealand)","0","0","","http://www.health.govt.nz/nz-health-statistics/health-statistics-and-data-sets

https://data.govt.nz/catalog/?AgencySearch=Ministry+of+Health&action_doCustomSearch=Go&agency=true&rpp=25

http://www.stats.govt.nz/browse_for_stats/health.aspx","Yes - http://www.quandl.com/new-zealand/new-zealand-health-data","(1) http://www.health.govt.nz/system/files/documents/pages/q4_1314_health_targets_web_file.xlsx
(http://www.health.govt.nz/new-zealand-health-system/health-targets/how-my-dhb-performing)
(2) http://www.health.govt.nz/our-work/preventative-health-wellness/immunisation/immunisation-coverage/national-and-dhb-immunisation-data#3months","xlsx (1)
xls (2)","0","Reports for the year 2013/14 on district health board performance against the health targets - used as example for performance here (1).
Immunisation data would be another example (2)","0","No direct database or bulk possibility exists.","Free","","The Ministry of Health only allows limited use of the data, no changes in data, no commercial use.","http://www.health.govt.nz/about-site/copyright","Example (1) 2014-08-27
Example (2) 2014-07-18","9/20/2014","Quarterly","Data ranges far back, is published by Ministry; however, also numerous datasets exist which have not been updated since 2010.","Filtering data.govt.nz for health and looking through was sufficient.","0","0"
"New Zealand","ODB.2013.D12","80","0","5","10","15","0","15","15","10","5","5","0","Ministry of Education","0","0","From the about page of educationcounts.govt.nz:
""The goal of Education Counts is to increase the availability and accessibility of information about education statistics and research. Education Counts can be considered a 'one-stop shop' for such information"".","http://www.educationcounts.govt.nz/indicators - Performance
http://www.educationcounts.govt.nz/data-services/data-collections - Different surveys","yes - http://www.quandl.com/search/new%20zealand%20education","http://www.educationcounts.govt.nz/__data/assets/excel_doc/0020/143138/2013-Data-Tables-inID-1871.xls
(Site: http://www.educationcounts.govt.nz/indicators/main/education-and-learning-outcomes/1871)","xls","0","Example: Science achievement: middle schooling","0","What can be found on educationcounts.govt.nz/data-services is less collected data than advice for teachers on collecting data. Even under data collections the broader part contains forms for collecting data. Only a few survey results can be downloaded. Data services have nothing to do with the statistics section.","None.","","CC BY 3.0 NT","http://www.educationcounts.govt.nz/help/privacy","10/1/2013","9/20/2014","Most of the indicators and statistics on the website are updated annually.","Dedicated info and data site (not the ministry itself), some aspects have good archive (i.e. ""Student Numbers"", 1), others not (i.e. ""National Standards""). On the other hand lots of datasets even contain long-term time series, a rather sustainable feature, and self-selectable pivot tables.

(1) http://www.educationcounts.govt.nz/statistics/schooling/july_school_roll_returns/6028
(2) http://www.educationcounts.govt.nz/statistics/schooling/National_Standards","Quick results with 'new zealand education statistics'. Searching for 'education' on data.govt.nz also works well.","0","0"
"New Zealand","ODB.2013.D13","95","1","5","10","15","15","15","15","10","5","5","0","- Police
- Statistics NZ
- Ministry of Justice","0","0","","1) http://nzdotstat.stats.govt.nz/wbos/Index.aspx?DataSetCode=TABLECODE7405 - thorough data
2) http://datalab.justice.govt.nz/ - filtering + download possible
2) http://www.stats.govt.nz/browse_for_stats/people_and_communities/crime_and_justice.aspx - only very broad angle
3) http://www.police.govt.nz/about-us/publications/statistics - only pdfs","Yes http://www.quandl.com/search/new%20zealand%20crime","http://nzdotstat.stats.govt.nz/wbos/Index.aspx?DataSetCode=TABLECODE7405","xls, csv","0","","http://nzdotstat.stats.govt.nz/wbos/Index.aspx?DataSetCode=TABLECODE7405","No limit on variables to be selected, select all is passed down to most granular level.","Free","","CC BY 3.0 NZ","http://www.stats.govt.nz/about_us/about-this-site/copyright-terms-of-use.aspx","4/1/2014","9/20/2014","Annually.","Published by Statistical Office, in time series, with multiple selection possibilities.","Search for 'crime' on data.govt.nz","0","0"
"New Zealand","ODB.2013.D14","60","0","5","10","15","0","15","0","10","5","0","0","Ministry for the Environment
(National Institute of Water and Atmospheric Research)","0","0","Even though the National Institute of Water and Atmospheric Research appears to to extensive research on water and atmosphere  (1), the data cannot be easily accessed. Generally only after registration. So The approach here was to take the data part of 2014 Air domain report.

(1) http://ei.niwa.co.nz/#zoomLevel=10","http://www.mfe.govt.nz/environmental-reporting/air/air-domain-report-2014/index.html

Some regional councils, however, provide real-time data: http://ecan.govt.nz/SERVICES/ONLINE-SERVICES/MONITORING/AIR-POLLUTION/Pages/high-pollution-nights.aspx","No","http://www.mfe.govt.nz/environmental-reporting/air/air-domain-report-2014/data-and-supporting-info/data-used.html","xls","0","The Ministry for the Environment does not seem to have a strong data approach. Only a little Excel excerpt of data is available.","0","As the cited report only has minimal data, an actual raw data portal is far beyond reach.","No charge, but also no re-use. See below.","","All data aggregated in the data report is owned by the data providers. Each provider has to be asked for permission before using data.","http://www.mfe.govt.nz/environmental-reporting/air/air-domain-report-2014/index.html ('Copyright statement')","5/16/2014","9/20/2014","Annually. The individual data change daily, but the aggregation on a national level is once a year.","Collected by Ministry, and prior versions are available. However, the domain structure changes, for instance the URL the Open Data Index referred to (1) was not working any more. 

(1) http://www.mfe.govt.nz/environmental-reporting/air/air-quality-indicator/index.html","Medium. Even though the National Institute of Water and Atmospheric Research monitors all the data, the data are not useully displayed or even downloadable on the site. Access to underlying data is only possible after registering (1). Some googleing returned a few results on a national level, yet not very supportive ones.
The OKFN's OD Census isn't to overwhelming about air pollution data in NZ either (2)

(1) http://ei.niwa.co.nz/about
(2) http://national.census.okfn.org/entry/nz/emissions","0","0"
"New Zealand","ODB.2013.D15","80","0","5","10","15","15","15","0","10","5","5","0","Electoral Commission","0","0","","http://www.electionresults.govt.nz/","no","http://www.electionresults.govt.nz/2013_citizens_referendum/2013_referendum_results.xls
(Basic site: http://www.electionresults.govt.nz/2013_citizens_referendum/2013_referendum_results.html)","xls","0","Chose the most recent example provided by the Commission, the Final Result by Electorate for a Citizens Initiated Referendum in 2013.","http://www.electionresults.govt.nz/electionresults_2011/e9/html/statistics.html","If one takes into account a central site with all statistical data for the entire national election and these data all being csv formatted, I would say they are bulk-downloadable. NB that such kind of bulk amounts only emerge in national elections, not in a small by-election.","No costs.","","No dedicated one. However, users may only freely use data without further permission if they ""reproduce the material accurately; do not use the material in a derogatory manner or a misleading context; and acknowledge the source and copyright status of the material."" In particular defining causes for which the data may be used and not are opposed to the open definition IMHO.","http://www.electionresults.govt.nz/about.html","12/17/2013","9/20/2014","Depending on how detailed data has to be analysed , it can take between a few weeks and several months until the final election statistics are published.","Official Body with a clear mandate to provide data in a sustainable manner, data provided ranging far back, mostly in csv","A quick Google search for 'election results' gets you there.","0","0"
"New Zealand","ODB.2013.D16","15","0","5","10","0","0","0","0","0","0","0","0","- Ministry of Business Innovation and Employment
- New Zealand Government Electronic Tenders Service","0","0","","https://www.gets.govt.nz/ExternalIndex.htm - current tenders
https://www.gets.govt.nz/ExternalAwardedTenderList.htm - awarded tenders","no","0","0","No structured format.","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nigeria","ODB.2013.D1","5","0","5","0","0","0","0","0","0","0","0","0","The Office of the Surveyor General of Nigeria. The office is Nigeria's Mapping Agency - http://www.osgof.gov.ng/index.php/about.","0","0","The office is responsible for drawing maps in the country. There are a range of maps available with the office. These include Township maps, Topographic maps, Road Map of Nigeria, Administrative Map of Nigeria, State Administrative Map, Thematic Map, National Atlas of Nigeria (2nd Edition, 1978), among others. Refer to - http://www.osgof.gov.ng/index.php/departments/2011-12-05-04-38-40/2011-12-05-04-43-47","0","No. The data is not available as open data from a third party.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nigeria","ODB.2013.D2","0","0","0","0","0","0","0","0","0","0","0","0","Nigeria has some efforts to establish a Federal Land Information System, but it is not clear how developed this is. 

The Federal Ministry of Lands, Housing & Urban Development has responsibility for this area (1), (2). 

There is evidence that in Nigeria there is Federal Land Information System where land ownership is captured and recorded into a single database (3). However, research found suggestions from senior officials the the program was not fully funded.

(1): http://www.nigeria.gov.ng/2012-10-29-11-06-51/executive-branch/113-federal-ministry-of-lands-housing-and-urban-development/185-federal-ministry-of-lands-housing-and-urban-development 
(2): http://www.landsandhousing.gov.ng/
(3): http://www.felis.gov.ng/about.asp","","No.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nigeria","ODB.2013.D4","15","0","5","10","0","0","0","0","0","0","0","0","National Population Commission

National Bureau of Statistics","0","0","Data on census focuses on household characteristics, population by sex, state, age, maritial status, among other characteristics","http://www.population.gov.ng/index.php/censuses

Some demographic data is available in Nigeria Stat at http://nigeria.prognoz.com/ which is linked from the National Bureau of Statistics website (http://www.nigerianstat.gov.ng/","No","0","0","The http://nigeria.prognoz.com/ platform does not appear to have census data in. Census records appear to only be in ministry reports.","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nigeria","ODB.2013.D5","15","0","5","10","0","0","0","0","0","0","0","0","The Budget Office of the Federation","0","0","Data includes information on revenues and expenditures on various sectors in the country","http://www.budgetoffice.gov.ng/index.html","No","0","0","Data is only available in pdf formats","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nigeria","ODB.2013.D6","0","0","0","0","0","0","0","0","0","0","0","0","The Ministry of Finance.","Evidence suggests that the government does not have a central spending data base beyond the budget and contract databases.","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nigeria","ODB.2013.D7","5","0","5","0","0","0","0","0","0","0","0","0","The Corporate Affairs Commission - http://new.cac.gov.ng/home/","0","0","It is difficult to provide the details of the company as the information is not available online - http://new.cac.gov.ng/home/.","0","The data are not available as open data from a third party.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nigeria","ODB.2013.D8","15","0","5","10","0","0","0","0","0","0","0","0","Federal Ministry of Justice

The Nigerian National Assembly","0","0","The information includes the Acts, Bills and Constitution of Nigeria","http://www.nassnig.org/nass/acts.php

http://www.justice.gov.ng/index.php/articles/laws-of-the-federation","The data are not available as open data from a third party.","0","0","Information is only available in pdf formats","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nigeria","ODB.2013.D9","5","0","5","0","0","0","0","0","0","0","0","0","Federal Ministry of Transport","0","0","The information available id only for the Nigeria Railway Corporation showing the passenger train schedules and tarrifs for the services offered in the entire country.

However, it is text form only rather than as structured data.

http://www.nrc-ng.org/tickets-and-tarriffs&w=passenger-train-schedule","0","No","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nigeria","ODB.2013.D10","10","0","5","10","0","0","0","0","-5","0","0","0","Federal Ministry of Industry, Trade and Investment.

National Bureau of Statistics","0","0","The data available on the National Bureau of Statistics includes information on imports from countries of their origin, exports and Balance of Payment information. Information is about International Trade.","http://www.nigerianstat.gov.ng/nbslibrary/economic-statistics/international-trade","The data are not available.","0","0","pdf formats. It is embedded in reports","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nigeria","ODB.2013.D11","10","0","5","10","0","0","0","0","-5","0","0","0","Ministry of Health
National Population Commission
National Bureau of Statistic","0","0","The Ministry of Health is responsible for this data but it is not available on the website. However, the Ministry of Health has provided information to the National Bureau of Statistics that publishes the health performance information through the Annual Abstract of statistics. The information on health includes The data covers key health indicators, including number of health establishments, ownership, reported cases and deaths from notifiable diseases, and health personnel. Other data include breastfeeding, crude birth rate, crude death rate, and percentage of children less than 1 year not immunized and Type of Immunization received, percentage of women currently using 
family planning and Type of Family planning used, reported malaria cases and deaths from malaria, malaria severe aeneamia and Pregnancy, Birth weight at birth, Type of Birth attendant, and knowledge of contraceptive methods by women.","http://www.nigerianstat.gov.ng/nbslibrary/nbs-annual-abstract-of-statistics/nbs-annual-abstract-of-statistics
http://dhsprogram.com/pubs/pdf/FR293/FR293.pdf
http://www.population.gov.ng/","No, data is available.","0","0","pdf formats","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nigeria","ODB.2013.D12","10","0","5","10","0","0","0","0","-5","0","0","0","Ministry of Education

National Bureau of Statistics","0","0","The National Bureau of Statistics has information on examination performances and Students enrollments in both primary and secondary schools. The Ministry of Education provides this information to the National Bureau of Statistics that is published via the Annual Statistical Abstracts.","Minimal education performance data is on the Bureau of Statistics Website such as at http://www.nigerianstat.gov.ng/nbslibrary/social-economic-statistics/sector-statistics

A small number of education statistics also appear to be published in the NigeriaStat platform, but these are very poorly documented: http://nigeria.prognoz.com/en/DataAnalysis","A fragment of performance data are shared by a third party as open data...(http://opendatang.tumblr.com/)

Detailed information on performance is usually released as press release by the respective examination agencies.","0","0","Pdf formats only. Some limited machine-readable data in the Nigeria Stat platform, but without adequate documentation to judge whether it would meet the definitions for this question.","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nigeria","ODB.2013.D13","5","0","5","0","0","0","0","0","0","0","0","0","National Police Force

The National Bureau of Statistics","0","0","The statistics on Crimes is not available on the website of the National Police Force but available on National Bureau of Statistics and is available in the Annual Abstract of Statistics. Information includes crimes reported to police by state. Very aggregate figures are contained in the NigeriaStat platform, but without state-level breakdowns http://nigeria.prognoz.com/en/DataAnalysis","0","No","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nigeria","ODB.2013.D14","5","0","5","0","0","0","0","0","0","0","0","0","Ministry of Environment
National Bureau of Statistics
National Environmental Standards and Regulations Enforcement Agency(NESREA)

http://www.nesrea.gov.ng/","0","0","","0","Data is not available online or from third parties.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nigeria","ODB.2013.D15","15","0","5","10","0","0","0","0","0","0","0","0","Independent National Electoral Commission","0","0","The data includes elections results for the president, senatorial, House of representatives, State House of Assembly, and chairmanship categorized by gender, political party, state constituency and votes.","http://www.inecnigeria.org/?page_id=31

http://www.inecnigeria.org/?page_id=31","The data is not available as open data from a third party.","0","0","Data is not in machine readable format. It is only available on the website as tables.","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nigeria","ODB.2013.D16","15","0","5","10","0","0","0","0","0","0","0","0","Bureau of Public Procurement","0","0","The website has information on approved contracts, contract awards, tenders, among other information","http://www.bpp.gov.ng/

http://www.bpp.gov.ng/index.php?option=com_joomdoc&view=documents&path=Federal%20Executive%20Council%20Approved%20Contracts&Itemid=662

http://www.bpp.gov.ng/index.php?option=com_content&view=article&id=149&Itemid=795

http://www.bpp.gov.ng/index.php?option=com_joomdoc&view=documents&path=Certificate%20of%20No%20Objection&Itemid=663","No. Not available.","0","0","pdf formats","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Norway","ODB.2013.D1","80","0","5","10","15","0","15","15","10","5","5","0","Norwegian Mapping Authority","0","0","","http://data.kartverket.no/download/","The data are open licensed.","http://data.kartverket.no/download/ The overview of all the different datasets is here - vector and raster maps, place names, terrain models, road data, boundaries, maps for illustratory purposes.","SOSI, GeoJson, DEM, ESRI, MrSid","0","","0","One can't download all the data in one go, but one could download the everything bit by bit.","The maps that are made available for free - as seen here : http://data.kartverket.no/download/content/velkommen - are licensed by CC BY 4.0","Please note that an overview of the map material made available freely is found on the page linked to in the box above. The licensing page is here : http://www.kartverket.no/en/Kart/Gratis-kartdata/Terms-of-use/","Creative Commons 4.0 ( CC BY 4.0 )","In Norwegian: 
http://www.kartverket.no/kart/gratis-kartdata/lisens/
Via google translate : 
https://translate.google.com/translate?sl=no&tl=en&js=y&prev=_t&hl=en&ie=UTF-8&u=http%3A%2F%2Fwww.kartverket.no%2Fkart%2Fgratis-kartdata%2Flisens%2F&edit-text=
There is more information about open data maps from the Norwegian National Mapping agency here ( in English :) : 
http://www.kartverket.no/en/Kart/Gratis-kartdata/Open-and-Free-geospatial-data-from-Norway/","Unknown","10/11/2014","Unknown","The Norwegian National Mapping Authority is well funded and able to maintain the service.","A simple search for ""free mapdata"" ( that is, ""gratis kartdata"" in Norwegian ) in google provides several links to the data. 
Moreover, links to ""free mapdata"" are prominent on the Norwegian National Mapping Agency's website.
They even have information about this in English :) 
http://www.kartverket.no/en/Kart/Gratis-kartdata/Open-and-Free-geospatial-data-from-Norway/","0","0"
"Norway","ODB.2013.D2","65","0","5","10","15","0","15","0","10","5","5","0","Norwegian Mapping Authority","0","0","Larger amounts of data transfers from this database - such as for regular commercial purposes - is charged for. 
There are some details on this page : http://www.kartverket.no/Bestille/Bestille-eiendomsdata/","http://www.kartverket.no/Eiendom-og-areal/Matrikkelen/
http://www.seeiendom.no/","No.","The following Terms & Conditions page mentions that paying customers can get data in xml.","xml","0","","0","None of the open data can be downloaded in bulk. If one pays for the services, one can get API access to the data. This is described here, http://www.kartverket.no/Bestille/Bestille-eiendomsdata/","Effectively, one can browse the data through an interface for free, but accessing the data via an API costs money.
The free part of the service is limited to an online map interface allowing one to find basic information about properties - http://www.seeiendom.no/.
Larger users of the service can pay to get API access to the data, as well as a variety of add-on services. The charging information can be found on this page : http://www.kartverket.no/Bestille/Bestille-eiendomsdata/","Kindly see the answer to the question above.","The site suggests the data on the property information interface http://www.seeiendom.no/ is ""free"", as suggested on this Terms&Conditions page http://www.kartverket.no/Bestille/Bestille-eiendomsdata/ . However, there is not further explicit information about licensing.","Besides a quick mention of some of the information being ""gratis"" ( i.e. free) here http://www.kartverket.no/Bestille/Bestille-eiendomsdata/, then there is no further clarification about the data licensing...","10/11/2014","10/11/2014","Daily","It's a government authority that publishes the data, and it has relevant funding.","Googling for it was quite easy.","0","0"
"Norway","ODB.2013.D4","95","1","5","10","15","15","15","15","10","5","5","0","Statistics Norway (SSB)","0","0","Statstics Norway provides statistics and reports, with the data underlying the reports available for export and/or graphing.","Statistics Norway : https://statbank.ssb.no/statistikkbanken","","Well, pretty much all the statistics and the table statistics in the reports on the site and be exported in dbase, pc-axis, csv, tsv and xml. One just needs to go through a few dialogue boxes to select the portions of the data one wants.
eg. 
http://www.ssb.no/en/befolkning
http://www.ssb.no/en/inntekt-og-forbruk","dbase, pc-axis, csv, tsv, xml","0","there is a trial to provide an api to some of the data - and hopefully all of it in the future , but it's still very beta.
some of the relevant demographic data can be found through there:
http://data.ssb.no/api/?lang=en
ps. the data available via the API is available via the Norwegian License for Open Government Data ( NLOD ), which is CC 30 BA compatible.
http://data.norge.no/nlod/en/1.0","http://data.ssb.no/api/?lang=en","Whilst data downloads can only be accessed through a query interface, an API is being introduced with data provided under the Norwegian License for Open Government Data ( NLOD)","There's two parts to the answer:
- Principally the data on the site may be used as one desires as long as there's attribution to Statistics Norway. The licensing text is a bit less clear than a CC license, but it's here : http://www.ssb.no/en/informasjon/copyright
- The data that's available by the Beta API is available via a Norwegian License for Open Government Data, which is CC 3.0 BA compatible - the link to the license is here data.norge.no/nlod/en/1.0 - and the Beta API information is here : http://data.ssb.no/api/?lang=en","","There's two parts to the answer:
- Principally the data on the site may be used as one desires as long as there's attribution to Statistics Norway. The licensing text is a bit less clear than a CC license, but it's here : http://www.ssb.no/en/informasjon/copyright
- The data that's available by the Beta API is available via a Norwegian License for Open Government Data, which is CC 3.0 BA compatible - the link to the license is here data.norge.no/nlod/en/1.0 - and the Beta API information is here : http://data.ssb.no/api/?lang=en","","2014-09-05 The data is distributed across several tables. But, for instance, a report called ""This is Norway"", in the relevant demographic section of Statistics Norway site, was published 2014-09-05 - http://www.ssb.no/en/befolkning/artikler-og-publikasjoner/this-is-norway-2014","10/5/2014","Yearly","The data will be published as long as Statistics Norway stays around.","A googling as well as a quick browse of Statistics Norway were easy ways of getting to the data.","0","0"
"Norway","ODB.2013.D5","80","0","5","10","15","0","15","15","10","5","5","0","Ministry of Finance
Statistics Norway","0","0","","http://www.statsbudsjettet.no/
http://www.ssb.no/offentlig-sektor/statistikker/statsregn","If Statistics Norway might be considered as third party, yes.","By clicking one's way to relevant reports and the statistics within these, one can choose to either graph or export selected portions of the statistics, in a variety of formats.","csv, tsv, pc-axis, dbase, xml, excel","0","","0","Exports can be accessed through a query interface only.","Principally the data on the site may be used as one desires as long as there's attribution to Statistics Norway. The licensing text is a bit less clear than a CC license, but it's here : http://www.ssb.no/en/informasjon/copyright","","Principally the data on the site may be used as one desires as long as there's attribution to Statistics Norway. The licensing text is a bit less clear than a CC license.","http://www.ssb.no/en/informasjon/copyright","9/5/2014","10/11/2014","Quarterly","The budget is regularly published, and Statistic Norway have a strong infrastructure for ongoing publication.","Googling for it or otherwise going through Statistics Norway's site was relatively easy.","0","0"
"Norway","ODB.2013.D6","15","0","5","10","0","0","0","0","0","0","0","0","Norwegian Government Agency for Financial Management","0","0","Expenditure data for larger expenditures - often below $1m, though often not in an altogether fine-grained level... - is published monthly, per ministry. in PDFs.","http://www.dfo.no/no/Forvaltning/Statsregnskapet/Manedlig-statsregnskap/201321/","No.","0","0","There are some very high level statistics for the whole country - i.e only 28 numbers for the whole country - on a quarterly basis, available from Statistics Norway, in machine readable form, but the level of detail is quite coarse.","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Norway","ODB.2013.D7","100","1","5","10","15","15","15","15","10","5","5","5","The Brønnøysund Register Centre","0","0","","The data is available via the Norwegian government company registry site, as well as the Norwegian open data portal, data.norge.no ( also available via htoell.difi.no )
http://www.brreg.no/
http://hotell.difi.no/?dataset=brreg/enhetsregisteret","Yes, from the dedicated website for open data in Norway (1).

## Sources

(1) http://hotell.difi.no/?dataset=brreg/enhetsregisteret","220 mb CSV file - http://hotell.difi.no/download/brreg/enhetsregisteret?download","csv, json, jsonp, yaml, xml","0","","220 mb CSV file - http://hotell.difi.no/download/brreg/enhetsregisteret?download","","The data is described as licensed by the Norwegian License for Open Government Data - which is CC 3.0 BA compatible - on this page : http://data.norge.no/nlod/no","An English description of the Norwegian License for Open Government Data : http://data.norge.no/nlod/en/1.0","Norwegian License for Open Government  - which is CC 3.0 BA compatible - http://data.norge.no/nlod/en/1.0","http://data.norge.no/nlod/en/1.0","10/5/2014","10/5/2014","Daily","Wel, as long as the Norwegian government stays around.... as the data comes from there.","Appropriate google searches made the information easy to find.","Each company has a URL which resolves to a page of database information. RDF and other linked data formats are not currently provided.","http://w2.brreg.no/enhet/sok/detalj.jsp?orgnr=999290345"
"Norway","ODB.2013.D8","15","0","5","10","0","0","0","0","0","0","0","0","The Lovdata Foundation. 

Lovdata is a private foundation established in 1981 by the Justice Department and the Faculty of Law in Oslo. The Foundation's purpose is to create, maintain and operate systems for legal information. The Foundation may also contribute to research and development in the Foundation's purpose.","0","0","from http://lovdata.no/info/information_in_english
Basically - there's only information online, as text on a website. No downloadable data. The basic legal texts are available for free, but more advanced search functionality is at cost.","http://lovdata.no","No.","0","0","There is no machine readable data at current. There are plans to make and API available, but nothing has been realised yet.
A google translation of the notice about this is available here : 
https://translate.google.com/translate?sl=no&tl=en&js=y&prev=_t&hl=en&ie=UTF-8&u=http%3A%2F%2Flovdata.no%2Finfo%2Fapi&edit-text=","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Norway","ODB.2013.D9","95","1","5","10","15","15","15","15","10","5","5","0","Norsk Reiseinformasjon AS","0","0","","http://labs.rutebok.no/","The different transportation authorities might also provide data as open data (1).

## Sources

(1) http://labs.ruter.no/aapne-data.aspx","There are descriptions of how to access the realtime REST API - as well as some csv's about traffic stops, etc... - here: http://labs.ruter.no/how-to-use-the-api.aspx","json, xml","0","There's an API example here, also showing what data coming out of a call mgiht look like : http://reisapi.ruter.no/Help/Api/GET-Place-GetStop-id","Well, it's realtime traffic data, so it doesn't quite make that much sense to be able to download it in bulk.
HOWEVER, there's a realtime REST API, detailed in (c) above.","","It's mentioned that the data is available freely on at least two pages:
- here in English, though very briefly, http://labs.ruter.no/how-to-use-the-api.aspx
- here in Norwegian, with a mention of the license applied is the Norwegian Licence for Open Government Data, which is CC 3.0 BY compatible (http://data.norge.no/nlod/en/1.0) http://labs.ruter.no/aapne-data.aspx
the above page via google translate : https://translate.google.com/translate?sl=no&tl=en&js=y&prev=_t&hl=en&ie=UTF-8&u=http%3A%2F%2Flabs.ruter.no%2Faapne-data.aspx&edit-text=","Please see the above section, thanks.","Norwegian Licence for Open Government Data, which is CC 3.0 BY compatible (http://data.norge.no/nlod/en/1.0)","http://data.norge.no/nlod/en/1.0","10/5/2014","10/5/2014","Daily","There are no indications that the data publishing will stop. A few cases of the utility of the data opening, in the way of several apps being built on top of the data, are referenced.","A simple search for ""open trafic data"" ( ""åbne trafikkdata"" in Norwegian) produced a number of links that would lead one to the relevant data.
https://www.google.fi/search?q=open+traffic+data+norway&oq=open+traffic+data+norway&aqs=chrome..69i57j69i64.3072j0j7&sourceid=chrome&es_sm=91&ie=UTF-8#q=%C3%A5bne+trafikkdata+norge","0","0"
